case_id,method,task_id,chiplet_id,stack_id,task_type,phase_index,phase_name,start_s,end_s,duration_s,needs_tap,needs_fpp_lanes,needs_bist_engine,power_w
p34392_3d_stack,greedy,die_7_MBIST,die_7,stack_0,MBIST,0,CONFIG,0.000000000,0.000001280,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_7_MBIST,die_7,stack_0,MBIST,1,EXECUTE,0.000001280,0.088801280,0.088800000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_7_MBIST,die_7,stack_0,MBIST,2,READOUT,0.088801280,0.088803840,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_4_MBIST,die_4,stack_0,MBIST,0,CONFIG,0.000001280,0.000002560,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_4_MBIST,die_4,stack_0,MBIST,1,EXECUTE,0.000002560,0.123602560,0.123600000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_4_MBIST,die_4,stack_0,MBIST,2,READOUT,0.123602560,0.123605120,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_3_MBIST,die_3,stack_0,MBIST,0,CONFIG,0.000002560,0.000003840,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_3_MBIST,die_3,stack_0,MBIST,1,EXECUTE,0.000003840,0.185703840,0.185700000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_3_MBIST,die_3,stack_0,MBIST,2,READOUT,0.185703840,0.185706400,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_2_MBIST,die_2,stack_0,MBIST,0,CONFIG,0.000003840,0.000005120,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_2_MBIST,die_2,stack_0,MBIST,1,EXECUTE,0.000005120,0.198605120,0.198600000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_2_MBIST,die_2,stack_0,MBIST,2,READOUT,0.198605120,0.198607680,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_0_MBIST,die_0,stack_0,MBIST,0,CONFIG,0.000005120,0.000006400,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_0_MBIST,die_0,stack_0,MBIST,1,EXECUTE,0.000006400,0.246726400,0.246720000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_0_MBIST,die_0,stack_0,MBIST,2,READOUT,0.246726400,0.246728960,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_1_MBIST,die_1,stack_0,MBIST,0,CONFIG,0.000006400,0.000007680,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_1_MBIST,die_1,stack_0,MBIST,1,EXECUTE,0.000007680,0.246727680,0.246720000,False,0,True,0.720000000
p34392_3d_stack,greedy,die_1_MBIST,die_1,stack_0,MBIST,2,READOUT,0.246728960,0.246731520,0.000002560,True,0,False,0.800000000
p34392_3d_stack,greedy,die_6_die_7_EXTEST,die_6,stack_0,EXTEST,0,CONFIG,0.000007680,0.000008960,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_6_die_7_EXTEST,die_6,stack_0,EXTEST,1,SHIFT_IN,0.000008960,0.000024960,0.000016000,False,4,False,0.500000000
p34392_3d_stack,greedy,die_6_die_7_EXTEST,die_6,stack_0,EXTEST,2,SHIFT_OUT,0.000024960,0.000040960,0.000016000,False,4,False,0.500000000
p34392_3d_stack,greedy,die_2_die_3_EXTEST,die_2,stack_0,EXTEST,0,CONFIG,0.198607680,0.198608960,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_2_die_3_EXTEST,die_2,stack_0,EXTEST,1,SHIFT_IN,0.198608960,0.198625493,0.000016533,False,1,False,0.500000000
p34392_3d_stack,greedy,die_2_die_3_EXTEST,die_2,stack_0,EXTEST,2,SHIFT_OUT,0.198625493,0.198642027,0.000016533,False,1,False,0.500000000
p34392_3d_stack,greedy,die_4_die_5_EXTEST,die_4,stack_0,EXTEST,0,CONFIG,0.123605120,0.123606400,0.000001280,True,0,False,0.800000000
p34392_3d_stack,greedy,die_4_die_5_EXTEST,die_4,stack_0,EXTEST,1,SHIFT_IN,0.123606400,0.123640000,0.000033600,False,1,False,0.500000000
p34392_3d_stack,greedy,die_4_die_5_EXTEST,die_4,stack_0,EXTEST,2,SHIFT_OUT,0.123640000,0.123673600,0.000033600,False,1,False,0.500000000
