case_id,method,task_id,chiplet_id,stack_id,task_type,phase_index,phase_name,start_s,end_s,duration_s,needs_tap,needs_fpp_lanes,needs_bist_engine,power_w
p34392_2_5d_interposer,greedy,die_7_MBIST,die_7,stack_0,MBIST,0,CONFIG,0.000000000,0.000001280,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_7_MBIST,die_7,stack_0,MBIST,1,EXECUTE,0.000001280,0.088801280,0.088800000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_7_MBIST,die_7,stack_0,MBIST,2,READOUT,0.088801280,0.088803840,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_4_MBIST,die_4,stack_0,MBIST,0,CONFIG,0.000001280,0.000002560,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_4_MBIST,die_4,stack_0,MBIST,1,EXECUTE,0.000002560,0.123602560,0.123600000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_4_MBIST,die_4,stack_0,MBIST,2,READOUT,0.123602560,0.123605120,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_3_MBIST,die_3,stack_0,MBIST,0,CONFIG,0.000002560,0.000003840,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_3_MBIST,die_3,stack_0,MBIST,1,EXECUTE,0.000003840,0.185703840,0.185700000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_3_MBIST,die_3,stack_0,MBIST,2,READOUT,0.185703840,0.185706400,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_2_MBIST,die_2,stack_0,MBIST,0,CONFIG,0.000003840,0.000005120,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_2_MBIST,die_2,stack_0,MBIST,1,EXECUTE,0.000005120,0.198605120,0.198600000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_2_MBIST,die_2,stack_0,MBIST,2,READOUT,0.198605120,0.198607680,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_0_MBIST,die_0,stack_0,MBIST,0,CONFIG,0.000005120,0.000006400,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_0_MBIST,die_0,stack_0,MBIST,1,EXECUTE,0.000006400,0.246726400,0.246720000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_0_MBIST,die_0,stack_0,MBIST,2,READOUT,0.246726400,0.246728960,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_1_MBIST,die_1,stack_0,MBIST,0,CONFIG,0.000006400,0.000007680,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_1_MBIST,die_1,stack_0,MBIST,1,EXECUTE,0.088801280,0.335521280,0.246720000,False,0,True,0.720000000
p34392_2_5d_interposer,greedy,die_1_MBIST,die_1,stack_0,MBIST,2,READOUT,0.335521280,0.335523840,0.000002560,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_7_INTEST,die_7,stack_0,INTEST,0,CONFIG,0.088803840,0.088805120,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_7_INTEST,die_7,stack_0,INTEST,1,SHIFT_IN,0.088805120,0.089231360,0.000426240,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_7_INTEST,die_7,stack_0,INTEST,2,SHIFT_OUT,0.089231360,0.089657600,0.000426240,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_6_INTEST,die_6,stack_0,INTEST,0,CONFIG,0.000007680,0.000008960,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_6_INTEST,die_6,stack_0,INTEST,1,SHIFT_IN,0.000008960,0.000707456,0.000698496,False,4,False,0.500000000
p34392_2_5d_interposer,greedy,die_6_INTEST,die_6,stack_0,INTEST,2,SHIFT_OUT,0.000707456,0.001405952,0.000698496,False,4,False,0.500000000
p34392_2_5d_interposer,greedy,die_5_INTEST,die_5,stack_0,INTEST,0,CONFIG,0.000008960,0.000010240,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_5_INTEST,die_5,stack_0,INTEST,1,SHIFT_IN,0.000010240,0.000926656,0.000916416,False,2,False,0.500000000
p34392_2_5d_interposer,greedy,die_5_INTEST,die_5,stack_0,INTEST,2,SHIFT_OUT,0.000926656,0.001843072,0.000916416,False,2,False,0.500000000
p34392_2_5d_interposer,greedy,die_3_INTEST,die_3,stack_0,INTEST,0,CONFIG,0.185706400,0.185707680,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_3_INTEST,die_3,stack_0,INTEST,1,SHIFT_IN,0.185707680,0.186628256,0.000920576,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_3_INTEST,die_3,stack_0,INTEST,2,SHIFT_OUT,0.186628256,0.187548832,0.000920576,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_4_INTEST,die_4,stack_0,INTEST,0,CONFIG,0.123605120,0.123606400,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_4_INTEST,die_4,stack_0,INTEST,1,SHIFT_IN,0.123606400,0.124852288,0.001245888,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_4_INTEST,die_4,stack_0,INTEST,2,SHIFT_OUT,0.124852288,0.126098176,0.001245888,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_0_INTEST,die_0,stack_0,INTEST,0,CONFIG,0.246728960,0.246730240,0.000001280,True,0,False,0.800000000
p34392_2_5d_interposer,greedy,die_0_INTEST,die_0,stack_0,INTEST,1,SHIFT_IN,0.246730240,0.250162912,0.003432672,False,1,False,0.500000000
p34392_2_5d_interposer,greedy,die_0_INTEST,die_0,stack_0,INTEST,2,SHIFT_OUT,0.250162912,0.253595584,0.003432672,False,1,False,0.500000000
