case_id,method,task_id,chiplet_id,stack_id,task_type,phase_index,phase_name,start_s,end_s,duration_s,needs_tap,needs_fpp_lanes,needs_bist_engine,power_w
p93791_5_5d_multi_tower,greedy,die_7_MBIST,die_7,stack_3,MBIST,0,CONFIG,0.000000000,0.000001280,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_7_MBIST,die_7,stack_3,MBIST,1,EXECUTE,0.000001280,0.000807680,0.000806400,False,0,True,0.400000000
p93791_5_5d_multi_tower,greedy,die_7_MBIST,die_7,stack_3,MBIST,2,READOUT,0.000807680,0.000810240,0.000002560,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_4_MBIST,die_4,stack_2,MBIST,0,CONFIG,0.000001280,0.000002560,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_4_MBIST,die_4,stack_2,MBIST,1,EXECUTE,0.000002560,0.000924160,0.000921600,False,0,True,0.400000000
p93791_5_5d_multi_tower,greedy,die_4_MBIST,die_4,stack_2,MBIST,2,READOUT,0.000924160,0.000926720,0.000002560,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_3_MBIST,die_3,stack_1,MBIST,0,CONFIG,0.000002560,0.000003840,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_3_MBIST,die_3,stack_1,MBIST,1,EXECUTE,0.000003840,0.000929040,0.000925200,False,0,True,0.400000000
p93791_5_5d_multi_tower,greedy,die_3_MBIST,die_3,stack_1,MBIST,2,READOUT,0.000929040,0.000931600,0.000002560,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_0_MBIST,die_0,stack_0,MBIST,0,CONFIG,0.000003840,0.000005120,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_0_MBIST,die_0,stack_0,MBIST,1,EXECUTE,0.000005120,0.001843220,0.001838100,False,0,True,0.400000000
p93791_5_5d_multi_tower,greedy,die_0_MBIST,die_0,stack_0,MBIST,2,READOUT,0.001843220,0.001845780,0.000002560,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_2_die_4_EXTEST,die_2,stack_1,EXTEST,0,CONFIG,0.000005120,0.000006400,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_2_die_4_EXTEST,die_2,stack_1,EXTEST,1,SHIFT,0.000006400,0.000023200,0.000016800,False,4,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_6_die_7_EXTEST,die_6,stack_3,EXTEST,0,CONFIG,0.000006400,0.000007680,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_6_die_7_EXTEST,die_6,stack_3,EXTEST,1,SHIFT,0.000007680,0.000043680,0.000036000,False,4,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_1_die_7_EXTEST,die_1,stack_0,EXTEST,0,CONFIG,0.000007680,0.000008960,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_1_die_7_EXTEST,die_1,stack_0,EXTEST,1,SHIFT,0.000008960,0.000044960,0.000036000,False,4,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_5_die_7_EXTEST,die_5,stack_2,EXTEST,0,CONFIG,0.000008960,0.000010240,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_5_die_7_EXTEST,die_5,stack_2,EXTEST,1,SHIFT,0.000010240,0.000046240,0.000036000,False,4,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_2_die_6_EXTEST,die_2,stack_1,EXTEST,0,CONFIG,0.000023200,0.000024480,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_2_die_6_EXTEST,die_2,stack_1,EXTEST,1,SHIFT,0.000024480,0.000111680,0.000087200,False,4,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_6_die_8_EXTEST,die_6,stack_3,EXTEST,0,CONFIG,0.000043680,0.000044960,0.000001280,True,0,False,0.500000000
p93791_5_5d_multi_tower,greedy,die_6_die_8_EXTEST,die_6,stack_3,EXTEST,1,SHIFT,0.000044960,0.000132160,0.000087200,False,4,False,0.500000000
