schedule_id,time_s,thermal_region,die_id,temperature_c,active_power_w,coupled_power_w
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,0.0,thermal_die0,die0,25.0,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,0.0,thermal_die1,die1,25.0,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,0.0,thermal_die2,die2,25.0,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,0.0,thermal_die3,die3,25.0,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,1.92e-06,thermal_die0,die0,25.037327343635766,0.11,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,1.92e-06,thermal_die1,die1,25.093733322573108,0.0,0.02772
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,1.92e-06,thermal_die2,die2,25.001642403119973,0.0,0.00704
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,1.92e-06,thermal_die3,die3,25.000197088374396,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,3.2e-06,thermal_die0,die0,25.069043394290606,0.11,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,3.2e-06,thermal_die1,die1,25.180938086902845,0.0,0.02772
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,3.2e-06,thermal_die2,die2,25.002721827730053,0.0,0.00704
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,3.2e-06,thermal_die3,die3,25.00049900023532,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.52e-06,thermal_die0,die0,25.11208422994933,0.11,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.52e-06,thermal_die1,die1,25.267713315258103,0.0,0.02772
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.52e-06,thermal_die2,die2,25.003822161435806,0.0,0.00704
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.52e-06,thermal_die3,die3,25.000895020396708,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.6746875e-06,thermal_die0,die0,25.271009914021796,1.3800000000000001,0.026989200000000046
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.6746875e-06,thermal_die1,die1,26.320997795232202,0.1071,0.34776000000000007
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.6746875e-06,thermal_die2,die2,25.005490032276008,0.0,0.08832000000000001
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,4.6746875e-06,thermal_die3,die3,25.00153728388245,0.0,0.0051408
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.6746875e-06,thermal_die0,die0,25.824490549407724,2.1799999999999997,0.026989200000000046
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.6746875e-06,thermal_die1,die1,28.054823557022623,0.1071,0.54936
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.6746875e-06,thermal_die2,die2,25.022463649389486,0.0,0.13951999999999998
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.6746875e-06,thermal_die3,die3,25.00463196259961,0.0,0.0051408
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.829375e-06,thermal_die0,die0,26.39715449554631,1.3800000000000001,0.026989200000000046
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.829375e-06,thermal_die1,die1,29.106021489711107,0.1071,0.34776000000000007
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.829375e-06,thermal_die2,die2,25.02410583696242,0.0,0.08832000000000001
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,5.829375e-06,thermal_die3,die3,25.00705726138032,0.0,0.0051408
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,7.72e-06,thermal_die0,die0,27.04692350090702,0.0,0.0269892
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,7.72e-06,thermal_die1,die1,29.10725775536215,0.1071,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,7.72e-06,thermal_die2,die2,25.02370303880267,0.0,0.0
m10_small_d695_5_5d_multi_tower::nominal_proxy::fixed_fastest,7.72e-06,thermal_die3,die3,25.01011196434386,0.0,0.0051408
